ID,Content
110,Fed 官員潑「降息」冷水引發昨夜美股下跌，外部利空、週選擇權結算加上台化等個股除息（蒸發點數約 13 點）導致今日大盤持續下跌，終場 - 54 點收破半年線，OTC 指數則是拉尾 + 0.08%。
111,外資現貨買超 41.9 億，期貨淨多單增加至 51767 口。自營商選擇權淨部位，目前仍以賣賣權為主要布局。十二月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為六萬餘口，買權 OI 增量不增反減。週選方面，賣權 OI 增量積極，目前多方呈現表態。外資現貨買超 41.9 億，期貨淨多單增加至 51767 口。自營商選擇權淨部位，目前仍以賣賣權為主要布局。十二月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為六萬餘口，買權 OI 增量不增反減。週選方面，賣權 OI 增量積極，目前多方呈現表態。綜合以上，外資期現貨同步作多，自營商選擇權中性偏多，月、週選中性偏多，整體籌碼面中性偏多格局。技術面在今日台股呈現量價齊揚，國際情勢趨緩見朗下，短線有利台股震盪後走揚。
112,期貨走勢台指期週五下跌 3 點至 10744 點。價差方面，台指期正價差擴至 31.01 點，電子期正價差擴至 1.24 點，金融期正價差縮至 2.74 點。現貨部分，三大法人賣超 44.43 億元；而在台指期淨部位方面，三大法人淨多單增加 5808 口至 23138 口，其中外資多單加碼且空單減碼，淨多單增加 8271 口至 57008 口；十大交易人中的特定法人全月份台指期淨多單增加 7762 口至 24244 口。選擇權分析選擇權未平倉最大量支撐壓力區由 10700~11000 點擴至 10500~11000 點，下檔支撐再度下移。全月份未平倉量 put/call ratio 值由 1.2 升至 1.21。VIX 指數則持續攀高至 18.6。而外資則是持續加碼 Buy Put 的部位。整體選擇權顯示市場避險恐慌情緒仍在上升。   (永豐期貨研調)選擇權未平倉最大量支撐壓力區由 10700~11000 點擴至 10500~11000 點，下檔支撐再度下移。全月份未平倉量 put/call ratio 值由 1.2 升至 1.21。VIX 指數則持續攀高至 18.6。而外資則是持續加碼 Buy Put 的部位。整體選擇權顯示市場避險恐慌情緒仍在上升。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
113,期貨走勢台指期週一下跌 53 點至 10665 點。價差方面，台指期逆價差擴至 - 86.22 點，電子期逆價差擴至 - 4.17 點，金融期逆價差縮至 - 10.5 點。現貨部分，三大法人賣超 83.13 億元；而在台指期淨部位方面，三大法人淨多單增加 82 口至 14416 口，其中外資多單減碼超過空單減碼，淨多單減少 1048 口至 41035 口；十大交易人中的特定法人全月份台指期淨多單減少 133 口至 11035 口。選擇權分析週選擇權 OI 最大量支撐區由 10650~10850 點縮至 10650~10800 點，上檔壓力下移。全月份未平倉量 put/call ratio 值由 1.14 降至 1.1，外資選擇權操作上也調降買 Call 賣 Put 的力道。選擇權部位整體來看較不利多方上攻。   (永豐期貨研調)週選擇權 OI 最大量支撐區由 10650~10850 點縮至 10650~10800 點，上檔壓力下移。全月份未平倉量 put/call ratio 值由 1.14 降至 1.1，外資選擇權操作上也調降買 Call 賣 Put 的力道。選擇權部位整體來看較不利多方上攻。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
114,外資現貨賣超 143 億，期貨淨多單增加至 33056 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。八月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為六千餘口，買權賣權 OI 皆無明顯表態。新開週選方面，買權賣權 OI 增量相當，目前多空呈現平衡。外資現貨賣超 143 億，期貨淨多單增加至 33056 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。八月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為六千餘口，買權賣權 OI 皆無明顯表態。新開週選方面，買權賣權 OI 增量相當，目前多空呈現平衡。
115,期貨走勢台指期週三下跌 8 點至 10479 點。價差方面，台指期正價差縮至 21.78 點，電子期正價差縮至 0.98 點，金融期正價差縮至 5.14 點。現貨部分，三大法人賣超 107.41 億元；而在台指期淨部位方面，三大法人淨多單增加 280 口至 13842 口，其中外資多單減碼超過空單減碼，淨多單減少 3585 口至 47497 口；十大交易人中的特定法人全月份台指期淨多單減少 3918 口至 18274 口。由於美國宣布華為的禁令將有 90 天寬限期，激勵週二美國股市反彈收紅，帶動週三日韓台股早盤均跳高開出，加權指數早盤在台積電、大立光攜手上攻下兩度站上 10500 整數關卡，然而近日強勢的金融、傳產類股疲軟，使指數收斂漲幅，加上陸股翻黑影響，台積電與大立光也出現小幅拉回，而一點過後結算行情更是多檔權值股出現較大幅度賣單敲進，終場加權指數小跌 7.28 點或 0.07%，收在 10457.22 點，成交量能下降 333.4 億至 951.5 億。整體而言，今天週選擇權結算，加上國際股市普遍持續呈現小幅震盪格局，使台股上有壓下有撐，短線行情較大機率仍持續在年線上下進行多空膠著，但外資續賣且台幣續貶依舊，中線仍對多方較為不利。選擇權分析選擇權從成交量來觀察，買權集中在 10700 點，賣權集中在 10000 點。選擇權未平倉量部分，買權未平倉最大量集中在 10800 點，賣權未平倉最大量集中在 10500 點。全月份未平倉量 put/call ratio 值由 1.18 降至 1.16。VIX 指數小跌 0.46 至 14.76。整體選擇權籌碼面偏中性架構，避險情緒持續降溫。   (永豐期貨研調)選擇權從成交量來觀察，買權集中在 10700 點，賣權集中在 10000 點。選擇權未平倉量部分，買權未平倉最大量集中在 10800 點，賣權未平倉最大量集中在 10500 點。全月份未平倉量 put/call ratio 值由 1.18 降至 1.16。VIX 指數小跌 0.46 至 14.76。整體選擇權籌碼面偏中性架構，避險情緒持續降溫。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
116,如果是雙引擎模式，至少表現在成交量上應該要改變自 4/18 日量大下跌後以來的量縮整理局面，這是第一點，兩個引擎都點著了，行情跑的速度理論上是要變快些，波動率要變大些才是合理的，然而從今天的盤面結構來看，電子熄火了，創新高的能力反而下降了，成交量預估量維持在 1200 億台幣以下，而選擇權隱含波動率保持在 13.1% 附近，也沒有特別顯著的變化，顯示台股似乎並沒有趁著美國股債同漲而出現雙引擎點火的現象。群益期貨自媒體官網：https://media.capitalfutures.com.tw/index
117,外資現貨買超 54 億，期貨淨多單縮減至 49386 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。七月選擇權籌碼呈現中性格局，買權 OI 大於賣權 OI 之差距為三千餘口，買權賣權皆在其最大 OI 履約價作布局。週選方面，賣權 OI 增量呈現積極，目前下檔支撐墊高。外資現貨買超 54 億，期貨淨多單縮減至 49386 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。七月選擇權籌碼呈現中性格局，買權 OI 大於賣權 OI 之差距為三千餘口，買權賣權皆在其最大 OI 履約價作布局。週選方面，賣權 OI 增量呈現積極，目前下檔支撐墊高。綜合以上，外資期現貨中性布局，自營商選擇權中性依舊，月、週選中性偏多，整體籌碼面中性偏多。技術面在季線由壓力轉作支撐，以及外資熱錢持續湧入下，目前台股的拉回仍可逢低偏多操作，短線台股震盪偏多看待不變。
118,外資現貨買超 30 億，期貨淨多單增加至 56571 口。自營商選擇權淨部位，今日轉以賣賣權為主要布局。三月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬五千餘口，買權 OI 增量不增反減。週選方面，買權 OI 往上履約價作翻移退守，目前多方下檔築起支撐。外資現貨買超 30 億，期貨淨多單增加至 56571 口。自營商選擇權淨部位，今日轉以賣賣權為主要布局。三月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬五千餘口，買權 OI 增量不增反減。週選方面，買權 OI 往上履約價作翻移退守，目前多方下檔築起支撐。綜合以上，外資期現貨同步作多，自營商選擇權中性不變，月、週選偏多格局，整體籌碼面中性偏多格局。技術面台股今日跳空上漲，在底部呈現呈現島狀反轉支撐，目前在距年線壓力仍有空間下，台股拉回依舊仍可偏多操作。
119,此外，根據港交所公布的消息指出，阿里巴巴將於 11 月 26 日上市，並同步推出阿里巴巴期貨及選擇權，為投資人提供更多選擇。此外，根據港交所公布的消息指出，阿里巴巴將於 11 月 26 日上市，並同步推出阿里巴巴期貨及選擇權，為投資人提供更多選擇。
120,期貨走勢台指期週一上漲 65 點至 10478 點。價差方面，台指期逆價差擴至 - 34.7 點，電子期逆價差擴至 - 1.83 點，金融期逆價差擴至 - 5.19 點。現貨部分，三大法人買超 72.43 億元；而在台指期淨部位方面，三大法人淨多單增加 4099 口至 31378 口，其中外資多單加碼超過空單加碼，淨多單增加 221 口至 56074 口；十大交易人中的特定法人全月份台指期淨多單增加 1850 口至 22026 口。選擇權分析選擇權從成交量來觀察，買權集中在 10500 點，賣權集中在 10400 點。選擇權未平倉量部分，買權未平倉最大量集中在 10500 點，賣權未平倉最大量集中在 10000 點。全月份未平倉量 put/call ratio 值由 1.42 降至 1.39，大於中性值 1，反應籌碼面為偏多架構。買權平均隱含波動率由 10.57% 升至 14.45%，賣權平均隱含波動率由 13.61% 升至 17.6%，買賣權皆升。選擇權部位整體來看顯示為偏多格局。   (永豐期貨研調)選擇權從成交量來觀察，買權集中在 10500 點，賣權集中在 10400 點。選擇權未平倉量部分，買權未平倉最大量集中在 10500 點，賣權未平倉最大量集中在 10000 點。全月份未平倉量 put/call ratio 值由 1.42 降至 1.39，大於中性值 1，反應籌碼面為偏多架構。買權平均隱含波動率由 10.57% 升至 14.45%，賣權平均隱含波動率由 13.61% 升至 17.6%，買賣權皆升。選擇權部位整體來看顯示為偏多格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
121,外資現貨買超 41 億，期貨淨多單增加至 60751 口。自營商選擇權淨部位，目前仍以買買權和賣賣權作增量。五月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬九千餘口，買權 OI 增量不增反減。週選方面，賣權 OI 增量呈現積極大增，目前多方往上表態。外資現貨買超 41 億，期貨淨多單增加至 60751 口。自營商選擇權淨部位，目前仍以買買權和賣賣權作增量。五月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬九千餘口，買權 OI 增量不增反減。週選方面，賣權 OI 增量呈現積極大增，目前多方往上表態。
122,外資現貨買超 0.5 億，期貨淨多單略增至 58799 口。自營商選擇權淨部位，目前以賣買權為主要布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬一千餘口，買權賣權 OI 增量皆無明顯表態。週選方面，買權賣權 OI 總量呈現相當，目前多空互不相讓。外資現貨買超 0.5 億，期貨淨多單略增至 58799 口。自營商選擇權淨部位，目前以賣買權為主要布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬一千餘口，買權賣權 OI 增量皆無明顯表態。週選方面，買權賣權 OI 總量呈現相當，目前多空互不相讓。綜合以上，外資期現貨略為同步作多，自營商選擇權中性依舊，月、週選中性偏多格局，整體籌碼面中性格局。技術面台股今日依舊量縮整理格局，目前在量能未能明顯放大下，短線以區間震盪看待台股。
123,外資現貨買超 13 億，期貨淨多單微增至 57383 口。自營商選擇權淨部位，目前以賣買權和賣賣權布局。三月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為十一萬七千餘口，買權 OI 增量不足，賣權 OI 積極往上履約價作布局，目前多方態勢不變。外資現貨買超 13 億，期貨淨多單微增至 57383 口。自營商選擇權淨部位，目前以賣買權和賣賣權布局。三月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為十一萬七千餘口，買權 OI 增量不足，賣權 OI 積極往上履約價作布局，目前多方態勢不變。綜合以上，外資期現貨同步作多，自營商選擇權中性格局，月選偏多依舊，整體籌碼面偏多格局。技術面目前在台股 2/26 支撐未破，以及各均線逐漸往上多頭翻揚下，短線台股的拉回仍可偏多操作。
124,中國信託台灣活力基金經理人周俊宏表示，觀察期貨與選擇權未平倉口數，目前多單仍占多數，顯見台股仍有表現空間。由於全球主要央行多採寬鬆政策，通膨壓力不高，有利於股市表現。中國信託台灣活力基金經理人周俊宏表示，觀察期貨與選擇權未平倉口數，目前多單仍占多數，顯見台股仍有表現空間。由於全球主要央行多採寬鬆政策，通膨壓力不高，有利於股市表現。
125,黃金期貨上週五雖上漲，但收盤並未能站上 1300 美元關卡，今日回檔收低。根據商品期貨交易委員會上週五公布的數據顯示，就業報告公布前，投資人便賣出黃金，3 月 5 日結束的一週，黃金避險多單因而減少 54% 至 47872 口期貨與選擇權合約。押注黃金將下跌的單量，則創 7 月以來最大增幅。根據商品期貨交易委員會上週五公布的數據顯示，就業報告公布前，投資人便賣出黃金，3 月 5 日結束的一週，黃金避險多單因而減少 54% 至 47872 口期貨與選擇權合約。押注黃金將下跌的單量，則創 7 月以來最大增幅。
126,期貨走勢台指期週三上漲 49 點至 10412 點。價差方面，台指期逆價差縮至 - 22.29 點，電子期逆價差縮至 - 1.04 點，金融期逆價差擴至 - 4.09 點。現貨部分，三大法人買超 1.19 億元；而在台指期淨部位方面，三大法人淨多單增加 105 口至 13922 口，其中外資空單加碼超過多單加碼，淨多單減少 514 口至 40873 口；十大交易人中的特定法人全月份台指期淨多單增加 1397 口至 14523 口。選擇權分析整體而言，今天週選擇權結算日行情相對平穩，指數幾乎都再 10400~10450 之間震盪，尾盤也沒發生過去幾週常見到的大洗刷。目前全月份未平倉量 put/call ratio 值由 1.05 升至 1.19。VIX 指數下降 0.31 至 16.01。整體選擇權籌碼面呈現中性架構。   (永豐期貨研調)整體而言，今天週選擇權結算日行情相對平穩，指數幾乎都再 10400~10450 之間震盪，尾盤也沒發生過去幾週常見到的大洗刷。目前全月份未平倉量 put/call ratio 值由 1.05 升至 1.19。VIX 指數下降 0.31 至 16.01。整體選擇權籌碼面呈現中性架構。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
127,"期貨市場:台指期上漲 23 點或 0.22%，收在 10499 點。電子期下跌 0.25 點或 0.06%。金融期上漲 7.6 點或 0.61%。非金電期上漲 50 點或 0.42%。台指期未平倉餘額，自營商偏空調整 163 口，累計為淨空單 4,470 口；投信偏多調整 118 口，累計為淨空單 21,395 口；外資偏多調整 2,221 口，累計為淨多單 40,154 口。台指期逆價差 39.11 點，價差縮小；電子期逆價差 2.22 點，價差縮小；金融期逆價差 2.75 點，價差縮小；非金電期逆價差 43.28 點，價差縮小。週五台指期早盤雖一度下殺，但回測昨日低點附近時遇撐反彈，終場以上漲 23 點作收。由日Ｋ線觀察，週五台指期盤勢主控權雖由多方奪回，但指數於盤中一度下殺，並終結至 8/16 以來，低點不斷墊高的多方慣性，因此建議投資人先以震盪偏空來看待行情。◆期貨日線◇本報告純屬研究性質，僅供國票金控集團內部同仁及特定客戶參考，不保證其完整性及精確性，且不提供或嘗試遊說客戶作為期貨與選擇權買賣之投資依據，報告中所有的意見與預估，係取自本公司相信為可靠之資料來源，且為特定日期所為之判斷，有其時效性，爾後若有變更，本公司將不做預告或主動更新，投資人於決策時應審慎衡量本身風險，並就投資結果自行負責。以上報告內容之著作權屬國票期貨所有，非經本公司同意，禁止任何形式之抄襲、引用或轉載。◇本報告純屬研究性質，僅供國票金控集團內部同仁及特定客戶參考，不保證其完整性及精確性，且不提供或嘗試遊說客戶作為期貨與選擇權買賣之投資依據，報告中所有的意見與預估，係取自本公司相信為可靠之資料來源，且為特定日期所為之判斷，有其時效性，爾後若有變更，本公司將不做預告或主動更新，投資人於決策時應審慎衡量本身風險，並就投資結果自行負責。以上報告內容之著作權屬國票期貨所有，非經本公司同意，禁止任何形式之抄襲、引用或轉載。"
128,"期貨市場:台指期下跌 108 點或 1.00%，收在 10641 點。電子期下跌 7.15 點或 1.65%。金融期上漲 1.6 點或 0.12%。非金電期下跌 45 點或 0.35%。台指期未平倉餘額，自營商偏空調整 519 口，累計為淨空單 5,175 口；投信偏多調整 3,192 口，累計為淨空單 24,067 口；外資偏空調整 2,221 口，累計為淨多單 42,442 口。台指期逆價差 102.77 點，價差縮小；電子期逆價差 4.52 點，價差縮小；金融期逆價差 17.33 點，價差縮小；非金電期逆價差 79.61 點，價差縮小。週三台指期開低走低，盤中下跌點數一度來到 547 點，終場則以下跌 108 點作收。由日Ｋ線觀察，週三台指期收盤直接將 7/1 所形成的多方缺口完全回補，並在盤中跌破近一個月以來所有低點，因此在空方掌握盤勢主控權的情況下，建議投資人保守看待盤勢。◆期貨日線本報告純屬研究性質，僅供國票金控集團內部同仁及特定客戶參考，不保證其完整性及精確性，且不提供或嘗試遊說客戶作為期貨與選擇權買賣之投資依據，報告中所有的意見與預估，係取自本公司相信為可靠之資料來源，且為特定日期所為之判斷，有其時效性，爾後若有變更，本公司將不做預告或主動更新，投資人於決策時應審慎衡量本身風險，並就投資結果自行負責。以上報告內容之著作權屬國票期貨所有，非經本公司同意，禁止任何形式之抄襲、引用或轉載。本報告純屬研究性質，僅供國票金控集團內部同仁及特定客戶參考，不保證其完整性及精確性，且不提供或嘗試遊說客戶作為期貨與選擇權買賣之投資依據，報告中所有的意見與預估，係取自本公司相信為可靠之資料來源，且為特定日期所為之判斷，有其時效性，爾後若有變更，本公司將不做預告或主動更新，投資人於決策時應審慎衡量本身風險，並就投資結果自行負責。以上報告內容之著作權屬國票期貨所有，非經本公司同意，禁止任何形式之抄襲、引用或轉載。"
129,Fed 官員潑「降息」冷水引發昨夜美股下跌，外部利空、週選擇權結算加上台化等個股除息（蒸發點數約 13 點）導致今日大盤持續下跌，終場 - 54 點收破半年線，OTC 指數則是拉尾 + 0.08%。
130,台股昨日上沖下洗，中盤由鴻海領軍，振奮多頭收復 11000 點大關，加權指數以 11025.68 點作收，但成交值縮至 1112 億元，盤後融券表現比法人更有戲，上市融券單日大增 3.1 萬張，攀升到 69.3 萬張。今日有周選擇權結算，還有 29 日的摩台指結算，盤面走勢掌控，都是「大的在後面」! 台股關鍵點位為 11011、11048、11087 點。
131,期貨走勢台指期週四下跌 180 點至 10651 點。價差方面，台指期轉為逆價差 - 148.28 點，電子期轉為逆價差 - 6.09 點，金融期逆價差擴至 - 19.38 點。現貨部分，三大法人賣超 52.04 億元；而在台指期淨部位方面，三大法人淨多單增加 4471 口至 11397 口，其中外資多單加碼且空單減碼，淨多單增加 6013 口至 38694 口；十大交易人中的特定法人全月份台指期淨多單增加 1348 口至 10264 口。週三美國股市在川普揚言可能對中國加徵關稅，以及國會不願將華為移出黑名單等利空下，三大指數均呈現收黑，拖累週四亞洲股市表現疲軟，台股早盤開低震盪後略有止穩，但十點過後聯發科、鴻海、大立光都出現賣壓紛紛紅翻黑，雖然台積電挾法說會利多力守平盤上，但其他權值股都未出現較明顯買單，使加權指數一路向下修正，尾盤失守 10800 關卡，終場加權指數下跌 0.27% 至 10799.28 點，成交量能連五日縮減至 1050.6 億。整體而言，目前指數連二收黑，但所幸價跌量縮且位於月線支撐，加上今天外資期貨與選擇權部位相對積極偏多，短線上不宜過度看空。週三美國股市在川普揚言可能對中國加徵關稅，以及國會不願將華為移出黑名單等利空下，三大指數均呈現收黑，拖累週四亞洲股市表現疲軟，台股早盤開低震盪後略有止穩，但十點過後聯發科、鴻海、大立光都出現賣壓紛紛紅翻黑，雖然台積電挾法說會利多力守平盤上，但其他權值股都未出現較明顯買單，使加權指數一路向下修正，尾盤失守 10800 關卡，終場加權指數下跌 0.27% 至 10799.28 點，成交量能連五日縮減至 1050.6 億。整體而言，目前指數連二收黑，但所幸價跌量縮且位於月線支撐，加上今天外資期貨與選擇權部位相對積極偏多，短線上不宜過度看空。選擇權分析週選擇權 OI 最大量支撐壓力區為 10700~10900 點。全月份未平倉量 put/call ratio 值由 1.06 降至 1。VIX 指數小漲 0.01 至 12.33。外資選擇權加碼 1.4 萬口 buy call 部位，整體選擇權籌碼面屬於中性格局。   (永豐期貨研調)週選擇權 OI 最大量支撐壓力區為 10700~10900 點。全月份未平倉量 put/call ratio 值由 1.06 降至 1。VIX 指數小漲 0.01 至 12.33。外資選擇權加碼 1.4 萬口 buy call 部位，整體選擇權籌碼面屬於中性格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
132,近期大盤指數低點越墊越高，在季線之上 10800 點上下 100 點震盪將近 1 個月時間，累積能量已經接近尾聲，本周三台指期與選擇權將結算，新趨勢方向即將產生，盼各位都能做對方向，贏在起跑點。近期大盤指數低點越墊越高，在季線之上 10800 點上下 100 點震盪將近 1 個月時間，累積能量已經接近尾聲，本周三台指期與選擇權將結算，新趨勢方向即將產生，盼各位都能做對方向，贏在起跑點。台股站上季線之上盤整近 1 個月能量將釋放，短線指標已進入 91.6 的超賣區，本周三 7 月份台指期與選擇權將結算，目前最大未平倉量 10800 與 10900 點。因此，建議勿亂追價，停看聽一下，耐心，靜心等待新趨勢出現，再全力以赴，穩健操作。台股站上季線之上盤整近 1 個月能量將釋放，短線指標已進入 91.6 的超賣區，本周三 7 月份台指期與選擇權將結算，目前最大未平倉量 10800 與 10900 點。因此，建議勿亂追價，停看聽一下，耐心，靜心等待新趨勢出現，再全力以赴，穩健操作。
133,台股漲多，27 日台股隨日韓股市下跌修正，日量連三天走低，五日線轉往下， MACD 柱狀體變負值，技術面轉弱。籌碼方面，三大法人僅外資賣超，其中外資台指期淨多單減少 2408 口，台指選擇權淨多單則增加 4752 口。由於市場等待上市櫃公司去年財報，加上清明節連假前，投資人保守操作，使得量能呈現熄火狀態，估計大盤將於五日線至十日線間區間整理，選股方面，建議留意高殖利率股波段操作。台股漲多，27 日台股隨日韓股市下跌修正，日量連三天走低，五日線轉往下， MACD 柱狀體變負值，技術面轉弱。籌碼方面，三大法人僅外資賣超，其中外資台指期淨多單減少 2408 口，台指選擇權淨多單則增加 4752 口。由於市場等待上市櫃公司去年財報，加上清明節連假前，投資人保守操作，使得量能呈現熄火狀態，估計大盤將於五日線至十日線間區間整理，選股方面，建議留意高殖利率股波段操作。
134,外資從上週三台指期結算後，就把大盤死撐活撐在 11000 點附近，今天量縮走漲，屬多方虛張聲勢盤，明天在週台指期選擇權結算下，外資必定又會撐盤或急拉，而依照外資慣例，如果出現急拉上漲時，會用過前高 (11077 點) 方式，來誘多! 因此如果明天盤中再創波段新高時，切記~ 不要追在最高點！外資從上週三台指期結算後，就把大盤死撐活撐在 11000 點附近，今天量縮走漲，屬多方虛張聲勢盤，明天在週台指期選擇權結算下，外資必定又會撐盤或急拉，而依照外資慣例，如果出現急拉上漲時，會用過前高 (11077 點) 方式，來誘多! 因此如果明天盤中再創波段新高時，切記~ 不要追在最高點！反之，若明天開盤即跳空下跌超過 70 點，則多方會兵敗如山倒，盤中任何反彈～都是逃命點！可是無論如何，外資在週台指期選擇權結算後，要硬撐或拉抬的因素，已消失！而在多空即將轉換，且大盤成交量，已連續三天低於月均量的情況下，個股操作上，短空仍是最佳應對策略！反之，若明天開盤即跳空下跌超過 70 點，則多方會兵敗如山倒，盤中任何反彈～都是逃命點！可是無論如何，外資在週台指期選擇權結算後，要硬撐或拉抬的因素，已消失！而在多空即將轉換，且大盤成交量，已連續三天低於月均量的情況下，個股操作上，短空仍是最佳應對策略！
135,期貨走勢台指期週五下跌 34 點至 10788 點。價差方面，台指期逆價差縮至 - 103.98 點，電子期逆價差縮至 - 3.12 點，金融期逆價差縮至 - 19.39 點。現貨部分，三大法人賣超 53.95 億元；而在台指期淨部位方面，三大法人淨多單減少 3055 口至 13770 口，其中外資多單減碼且空單加碼，淨多單減少 2572 口至 40552 口；十大交易人中的特定法人全月份台指期淨多單減少 735 口至 5649 口。週四由於特斯拉以及福特等汽車產業財報不如預期重挫，加上歐洲央行利率決議的偏鴿程度不如預期，引發市場擔憂 Fed 未來的態度是否會受影響，拖累美股四大指數收黑，週五亞洲股市普遍疲軟，不過台指期夜盤反應完跌幅後，今天台股跳低開出後震盪幅度並不大，盤面上台積電、大立光跌幅分別為 1.51%、2.52% 為主要跌幅來源，金融、非金電類股也都有出現賣壓收低，終場加權指數下跌 0.45% 至 10891.98 點。整體而言，今天台股呈現開低後狹幅震盪整理，量能縮減 225 億至 1113 億，顯示市場今天的觀望氣氛相對較重，後續仍需持續關注台積電是否回神，否則萬一關卡仍難以攻克。選擇權分析月選擇權未平倉量部分，買權未平倉最大量集中在 10900 點，賣權未平倉最大量集中在 10600 點。全月份未平倉量 put/call ratio 值由 1.18 降至 1.17。VIX 指數上升 0.42 至 12.62。外資選擇權持續減碼買 CALL，加碼買 PUT 的力道。整體選擇權籌碼面偏多力道降溫。   (永豐期貨研調)月選擇權未平倉量部分，買權未平倉最大量集中在 10900 點，賣權未平倉最大量集中在 10600 點。全月份未平倉量 put/call ratio 值由 1.18 降至 1.17。VIX 指數上升 0.42 至 12.62。外資選擇權持續減碼買 CALL，加碼買 PUT 的力道。整體選擇權籌碼面偏多力道降溫。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
136,外資現貨賣超 8 億，期貨淨多單增加至 56449 口。自營商選擇權淨部位，目前以賣買權為主要布局。二月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬二千餘口，賣權 OI 增量依舊較多，目前多方下檔仍屬有撐。外資現貨賣超 8 億，期貨淨多單增加至 56449 口。自營商選擇權淨部位，目前以賣買權為主要布局。二月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬二千餘口，賣權 OI 增量依舊較多，目前多方下檔仍屬有撐。綜合以上，外資期現貨中性布局，自營商選擇權中性格局，月選偏多不變，整體籌碼面偏多格局。技術面台股半年線壓力依舊有壓，目前上檔雖有影線但卻屬量縮格局，短線在 2/11 多方支撐缺口仍在下，台股震盪偏多不變。
137,外資現貨買超 123 億，期貨淨多單縮減至 59388 口。自營商選擇權淨部位，目前以賣買權為主要布局。三月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為四萬八千餘口，今天賣權 OI 增量較為積極。週選方面，賣權 OI 增量大於買權，不過增量差距並不大，但整體賣權 OI 還是較買權 OI 大。外資現貨買超 123 億，期貨淨多單縮減至 59388 口。自營商選擇權淨部位，目前以賣買權為主要布局。三月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為四萬八千餘口，今天賣權 OI 增量較為積極。週選方面，賣權 OI 增量大於買權，不過增量差距並不大，但整體賣權 OI 還是較買權 OI 大。綜合以上，外資現貨大幅買超，期貨多單雖沒有增加但是仍繼續持有不少多單，再加上成交量仍溫和增加，成交量出現較大的時候指數持續創新高，買盤持續上推，並沒有逃跑的跡象，高點還未出現。
138,外資現貨賣超 4 億，期貨淨多單縮減至 42407 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。七月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬九千餘口，買權賣權 OI 增量呈現相當，目前多空互不相讓。外資現貨賣超 4 億，期貨淨多單縮減至 42407 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。七月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬九千餘口，買權賣權 OI 增量呈現相當，目前多空互不相讓。
