ID,Content
133,群益期貨自媒體官網：https://media.capitalfutures.com.tw/index
134,蔡麗玲表示，因董事長、董事被解職，被處分後，德信證券六個不得申請下列案件：(1) 增加業務種類或營業項目。(2) 增設分支機構。(3) 轉投資國內、外及大陸地區證券、期貨、金融及其他事業。(4) 辦理現金增資或募集公司債。(5) 擔任 ETF 流動量提供者。(6) 合併。
135,外資現貨賣超 1.3 億，期貨淨多單略增至 47698 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。六月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為三萬三千餘口，買權賣權皆在其最大 OI 履約價附近作增量，目前多空皆無明顯表態。外資現貨賣超 1.3 億，期貨淨多單略增至 47698 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。六月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為三萬三千餘口，買權賣權皆在其最大 OI 履約價附近作增量，目前多空皆無明顯表態。
136,誠然，筆者先前一再的提醒大家要注意指數可能回檔。但吊詭的是，雖然有放空的條件出現，可是卻一直沒有出現放空的訊號！同時，俗稱「恐慌指數」的 VIX 選擇權波動指數，也一路往下掉，上週五甚至來到了波段最低點來到 11.66。這種低波動的現象背後的意義就是想放空期貨就算方向對了，獲利也不會大。所以我們常說:「計劃趕不上變化」，就算我們再怎麼分析、研究，但如果訊號沒有出來的話，終究要收起自己的慾望及衝動，採取邊觀望邊準備的態度來應對。也幸好我們沒有衝動，否則分析錯誤害到人，豈不是罪過一件？誠然，筆者先前一再的提醒大家要注意指數可能回檔。但吊詭的是，雖然有放空的條件出現，可是卻一直沒有出現放空的訊號！同時，俗稱「恐慌指數」的 VIX 選擇權波動指數，也一路往下掉，上週五甚至來到了波段最低點來到 11.66。這種低波動的現象背後的意義就是想放空期貨就算方向對了，獲利也不會大。所以我們常說:「計劃趕不上變化」，就算我們再怎麼分析、研究，但如果訊號沒有出來的話，終究要收起自己的慾望及衝動，採取邊觀望邊準備的態度來應對。也幸好我們沒有衝動，否則分析錯誤害到人，豈不是罪過一件？
137,◆期貨走勢台指期週四上漲 66 點至 10707 點。價差方面，台指期逆價差縮至 - 68.9 點，電子期逆價差縮至 - 2.57 點，金融期逆價差縮至 - 13.34 點。現貨部分，三大法人賣超 10.49 億元；而在台指期淨部位方面，三大法人淨多單增加 2220 口至 15420 口，其中外資空單減碼超過多單減碼，淨多單增加 405 口至 42847 口；十大交易人中的特定法人全月份台指期淨多單增加 289 口至 10804 口。◆選擇權分析選擇權未平倉量部分，買權未平倉最大量集中在 10800 點，賣權未平倉最大量集中在 10200 點。全月份未平倉量 put/call ratio 值由 1.05 升至 1.14，反應籌碼面為偏多架構。VIX 指數小幅上升 0.58 至 13.63。整體選擇權籌碼面仍為中性格局。   (永豐期貨研調)選擇權未平倉量部分，買權未平倉最大量集中在 10800 點，賣權未平倉最大量集中在 10200 點。全月份未平倉量 put/call ratio 值由 1.05 升至 1.14，反應籌碼面為偏多架構。VIX 指數小幅上升 0.58 至 13.63。整體選擇權籌碼面仍為中性格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
138,美國聯準會 (Fed) 主席鮑爾，週三、週四赴國會作證，投資人將聚焦其言論，找尋降息與否的蛛絲馬跡；今 (10) 日歐股盤前，指數期貨走跌。台北時間週三下午 2 點 32 分，Investing.com 報價顯示，歐洲 Stoxx 50 指數期貨下跌 0.29%，英國 FTSE 100 指數期貨下跌 0.06%，德國 DAX 指數期貨下跌 0.22%，法國 CAC 40 指數期貨下跌 0.04%。
139,受此消息影響，台北時間下午 6 時 48 許，道瓊期貨走跌 0.24%，暫報 26485.5。
140,整體而言，外資近期在現貨市場加碼，期貨未平倉多單也持續增加，季底作帳前投信出現買超，顯示法人在集中市場持續偏多。目前台股在季底作帳預期下，大盤呈現緩步推升走勢，建議操作上可留意高殖利率、季底集團及投信法人作帳股。
141,"期權交易正在買進美債與德債的賣權，準備迎接全球最安全資產下跌帶來的獲利。《彭博社》報導，對這類合約的需求主要來自於亞洲的交易者，看來他們預期，近來中美關稅戰的緊張情勢並不會維持太久。
川普上周末的推文說，將把 2000 億美元的中國商品關稅從 10% 提升至 25%，造成周一 (6 日) 全球金融市場一片慌張。不過今日中國商務部表示，中方談判代表、國務院副總理劉鶴本周仍將訪美，讓周二的債券市場暫時維持穩定。
Mizuho International Plc. 的歐洲利率策略主管 Peter Chatwell 分析，從上述的債券交易布局來看，市場樂觀認為中國將會讓步，中美會達成貿易協議。「但如果這些交易只是投機布局，本周結束前，中美得達成協議、美國通膨必需表現強勁才行。」
投資人認為這樣的德債期權交易，能有效將 10 年期收益率提高約 9 個基點。以美債為標的的類似作法，則讓收益率上升 15 個基點。
今年以來，對於全球貿易問題和經濟可能衰退的擔憂，讓整體公債市場表現有些低迷。台北晚間 8:12，10 年期美債殖利率為 2.47%，與前一交易日不相上下；10 年期德國公債殖利率則為 -0.03%，較前一交易日下跌了 4 個基點。"
142,台股三月份外資小幅買超十六．八億元，所幸期貨多單仍維持在五萬口以上，三月份收盤上漲二五一點，月線三連紅，以過去十五年來看，除了○七、○八年金融海嘯時，股市三連紅後就下跌；其他有過三連紅紀錄時，通常第四個月收紅機率非常高，甚至延續五～六連紅。以此來看，台股未來或有機會挑戰一萬一千點機會，季線已上升至一萬點附近，具有中期大支撐，操作上還是選股不選市，正好二○一八年財報公布，可作為選股參考。
143,美國財政部長梅努欽說，中美貿易協定已完成了 90%，指數期貨因而上漲。週二，Fed 則打破了 7 月降息 0.5 個百分點的希望，導致股市下跌。
144,川普說了，中美貿易談判有「巨大好消息」，偏偏這個時候指數反而不動了。說來也奇怪，這一波大漲超過一千多點，但是期貨的交投卻不如往常熱絡，尤其是夜盤的部份。去年十月到十二月間，夜盤的台指期成交量平均每天都有 5 萬口左右。但現在卻只剩下 2 萬口左右，看起來股票好做而期貨不好做。這一陣子也的確是如此，股票幾乎怎麼買都會賺，但期貨如果不留倉的話，幾乎就是每天二、三十點的盤中行情罷了，做錯方向放空還可能一路被軋。川普說了，中美貿易談判有「巨大好消息」，偏偏這個時候指數反而不動了。說來也奇怪，這一波大漲超過一千多點，但是期貨的交投卻不如往常熱絡，尤其是夜盤的部份。去年十月到十二月間，夜盤的台指期成交量平均每天都有 5 萬口左右。但現在卻只剩下 2 萬口左右，看起來股票好做而期貨不好做。這一陣子也的確是如此，股票幾乎怎麼買都會賺，但期貨如果不留倉的話，幾乎就是每天二、三十點的盤中行情罷了，做錯方向放空還可能一路被軋。這個盤未來怎麼走？其實已經從日日創高的階段慢慢轉為橫盤走勢，但是橫盤走勢並不代表盤完後就一定會下跌，只是慢慢的要注意的是，指數的空間會越來越小。而股票也會越來越需要會選股，這從今天就已經看出來這個情況了。因此未來要操作個股會變的很極端，要不就是乾脆選擇看好的族群一路抱一個大波段; 要不就是乾脆短線進出，今天買明天賣，甚至當沖就好。至於真正想操作期貨的人，短線上大盤回檔的機率已經提高，雖然不致於會產生大跌的走勢，但在此追多單就不會是好的選項。至於個股的影響則不會太大，這是因為台股的個股超過 1000 檔，但前 20 大就佔了 50% 的權值，也就是說，大盤的漲跌，跟大部份的股票是無關的。因此只要能選對股票，就不必擔心大盤可能的震盪。
145,中國原先對於外資投資中國金融產業都有股權比例限制，2020 年起將陸續開放期貨、基金、證券、壽險公司等外資比重管制。金融業解禁，有利於金融產業成長、資本市場成長。
146,"2. 周三晨間亞洲股市普遍拉回修正，台股則在金融股持續轉強，早盤以小跳高開出，盤中 PCB、光學、自行車、風電等族群走強，支撐指數維持在平盤之上窄幅震盪，尾盤因期貨結算拉動 2330 台積電，終場指數收 10,551.56 點，漲幅 0.37%。"
147,英國首相梅伊希望將脫歐期限延至 6 月 30 日，國會週二將針對此事，進行辯論與表決；今 (9) 日歐股盤前，指數期貨走跌。台北時間週二下午 2 點 44 分，Investing.com 報價顯示，歐洲 Stoxx 50 指數期貨下跌 0.30%，英國 FTSE 100 指數期貨下跌 0.11%，德國 DAX 指數期貨下跌 0.30%，法國 CAC 40 指數期貨下跌 0.29%。
148,期貨走勢台指期週五上漲 35 點至 10973 點。價差方面，台指期轉為正價差 4.5 點，電子期轉為正價差 0.17 點，金融期正價差縮至 0.84 點。現貨部分，三大法人買超 84.82 億元；而在台指期淨部位方面，三大法人淨多單增加 389 口至 30249 口，其中外資多單加碼超過空單加碼，淨多單增加 882 口至 63893 口；十大交易人中的特定法人全月份台指期淨多單減少 2079 口至 25182 口。選擇權分析5 月份選擇權未平倉最大量支撐壓力區由 10300~11000 上移至 10600~11300 點，支撐壓力同步向上移動。全月份未平倉量 put/call ratio 值由 1.49 降至 1.37 顯示偏多架構略為降溫。外資今天選擇權部位仍持續加碼買 Call 賣 Put，等於期現貨以及選擇權都傾向偏多操作。整體選擇權籌碼面仍呈現中性偏多格局。   (永豐期貨研調)5 月份選擇權未平倉最大量支撐壓力區由 10300~11000 上移至 10600~11300 點，支撐壓力同步向上移動。全月份未平倉量 put/call ratio 值由 1.49 降至 1.37 顯示偏多架構略為降溫。外資今天選擇權部位仍持續加碼買 Call 賣 Put，等於期現貨以及選擇權都傾向偏多操作。整體選擇權籌碼面仍呈現中性偏多格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
149,國際股市近期紅不讓，台股金豬年開紅盤有好采頭！根據統計，農曆年封關期間，美股四大指數上漲 2～6％，台股期貨夜盤於狗年封關日站上萬點，加上台股近十年新春紅盤偏漲升行情，有望推動 11 日開紅盤台股直攻萬點，補漲行情可期。
150,就機會面來看，沈宏達認為，根據券商預估 2020 年 MSCI 等指數公司仍有進一步提升 A 股權重 5%~10% 空間，吸引外資投入；同時，中國政府對 MSCI 等指數公司提出的建議從善如流，目前已經解決避險工具的問題 (滬深 300 指數期貨)，預計明年二月標準普爾、富時羅素、MSCI 皆會持續提升權重，此舉仍視為利多。
151,週五 (3 日) 伊朗革命衛隊高階將領蘇雷曼尼 (Qasem Soleimani) 和「真主黨旅」創辦人伊拉克籍的 Abu Mahdi al-Muhandis，在美軍空襲巴格達機場中喪生，引爆市場憂慮，伊朗、伊拉克可能出現大規模報復美軍之行動，週五 (3 日) 美股期貨甫開盤立即暴跌逾 250 點。截至週五 (3 日) 下午 16 時許，道瓊期貨報下跌 253.0 點或 -0.88%，暫報 28593.0 點。
152,另外台股承受了一個很大的系統性風險: 匯率! 這一輪的重貶，明顯不完全是央行的操作，而是外資避險策略的資金配置問題，也代表後續台股上漲必要的動力減少了，目前貶勢仍然沒有消減。外資到今天已經連 16 賣，平均每日都在百億的水準，但從現貨和期貨來看整體籌碼狀況，融資餘額 1 千 2 百億和融? 餘額 36 萬張的水準，再把非連動台股商品的 ETF 扣掉的話，多空雙方都已經進入相當安定的狀態，散戶指標也沒有偏向多空任何一方。
153,板塊方面，體育用品及半導體股表現較好。做空方面，佔大市成交回升至約 15.2%。牛熊證街貨最新比例為 64:36，現價上下各 1000 點區間的牛熊比例也是 60:40。重貨區方面，熊證維持在 29050-29099，牛證則下移至 28000-28049。恆指期貨夜市收報 28382 點，上升 9 點，高水 11 點。港股 ADR 下跌 22 點，相等於恆指 28349 點。
154,外資今日持續在集中市場買超 50.1 億元，呈現連 8 買態勢，累計 10 月以來買超逼近 800 億元，元大投顧認為，台指期創高後拉回整理仍守住 11200 點關卡，而外資期貨淨多單達 53471 口，再加上現貨買超趨勢未變，顯示市場對 11 月中旬可能舉行的川習會仍抱有期待，行情有撐。外資今日持續在集中市場買超 50.1 億元，呈現連 8 買態勢，累計 10 月以來買超逼近 800 億元，元大投顧認為，台指期創高後拉回整理仍守住 11200 點關卡，而外資期貨淨多單達 53471 口，再加上現貨買超趨勢未變，顯示市場對 11 月中旬可能舉行的川習會仍抱有期待，行情有撐。
155,"期貨走勢台指期週三上漲 47 點至 10322 點。價差方面，台指期逆價差擴至 - 35.15 點，電子期逆價差擴至 - 1.61 點，金融期轉為逆價差 - 1.06 點。現貨部分，三大法人買超 13.47 億元；而在台指期淨部位方面，三大法人淨多單增加 3204 口至 28352 口，其中外資多單加碼且空單減碼，淨多單增加 5005 口至 58217 口；十大交易人中的特定法人全月份台指期淨多單增加 7107 口至 28582 口。週二美股三大指數呈現狹幅震盪後小幅收黑，日韓股市早盤也表現偏弱，不過台股反倒一掃前兩日走軟陰霾，開盤直接由台積電、鴻海、大立光等電子權值股領軍上攻，不過由於今日為週選擇結算日，突破 OI 最大量壓力區 10350 後追價力道明顯減弱，台積電、大立光也都出現逢高拉回的跡象，指數在 11 點過後大盤維持在 10350 上下震盪，而下午 1 點過後鴻海、大立光、南亞、富邦金等權值股則出現較大賣壓，直到尾盤 1:30 再出現大筆回流買單，使週選擇權結算收在 10340，但終場加權指數則收在 10357.15 點，上漲 51.89 點或 0.50%，成交量能 998.68 億，較前日減少 61.76 億。整體而言，今天適逢週選擇權結算，從各權值股的走勢觀察有壓抑指數漲幅的意味，不過目前日 KD 高檔死亡交叉向下，而 MACD 也醞釀死亡交叉，加上以往與台股連動性較高的韓國股市最近已連四日修正走跌，後續仍須持續觀察 A 股 MSCI 調升權重，外資對台股的操作態度。選擇權分析週選擇權結算後，全月份未平倉量 put/call ratio 值由 1.24 升至 1.45，而外資在 Call 的淨部位來到 + 71,224 口，自營商 Put 的部位則是呈現淨空單加碼 19,141 口至 - 27,430 口，顯示外資更積極的買 Call，而自營商則更積極的賣 put，兩者的選擇權部位上均呈現樂觀偏多的態度。整體選擇權籌碼面呈現樂觀偏多格局。   (永豐期貨研調)週選擇權結算後，全月份未平倉量 put/call ratio 值由 1.24 升至 1.45，而外資在 Call 的淨部位來到 + 71,224 口，自營商 Put 的部位則是呈現淨空單加碼 19,141 口至 - 27,430 口，顯示外資更積極的買 Call，而自營商則更積極的賣 put，兩者的選擇權部位上均呈現樂觀偏多的態度。整體選擇權籌碼面呈現樂觀偏多格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。"
156,"期交所為推動我國期貨市場保證金訂定原則符合國際趨勢，並全面強化各商品保證金風險承受度，自今 (29) 日起，將各商品保證金風險涵蓋天數由 1 日調整為 2 日，並納入景氣循環因素，交易人應注意對帳戶。以股價指數類期貨為例，結算保證金計算方式是「期貨指數 × 指數每點價值 × 風險價格係數」除了每點價值為固定值，保證金水位受到期貨指數、風險價格係數 2 因子影響。期貨市場風險控管層面包括客戶徵信 (Know Your Customer, KYC)、保證金收取、洗價追繳、執行砍倉、保權債權等環節，且環環相扣，缺一不可。惟交易人須認知繳交保證金為涵蓋大多數市況變化的最低要求金額，並非可涵蓋所有風險變化，遇價格大幅波動，不利其持有之部位時，仍須透過增加保證金數額或自行平倉部位，方能承受價格變化及降低達期貨商代為沖銷標準。"
157,外資現貨買超 80 億，期貨淨多單增加至 60207 口。自營商選擇權淨部位，目前以賣買權和賣賣權作布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為十一萬四千餘口，買權 OI 凌亂布局在各履約價。週選方面，賣權 OI 增量呈現積極，目前多方持續往上表態。外資現貨買超 80 億，期貨淨多單增加至 60207 口。自營商選擇權淨部位，目前以賣買權和賣賣權作布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為十一萬四千餘口，買權 OI 凌亂布局在各履約價。週選方面，賣權 OI 增量呈現積極，目前多方持續往上表態。綜合以上，外資期現貨同步作多，自營商選擇權中性不變，月、週選偏多態勢，整體籌碼面偏多格局。技術面台股量能連日放大，目前在 3/22 由壓力轉作支撐下，短線的拉回仍可逢低偏多操作。
158,期貨走勢台指期週一上漲 74 點至 9998 點。價差方面，台指期逆價差縮至 - 6.25 點，電子期轉為正價差 0.29 點，金融期逆價差擴至 - 1.09 點。現貨部分，三大法人買超 148.66 億元；而在台指期淨部位方面，三大法人淨多單增加 2672 口至 26116 口，其中外資多單加碼且空單減碼，淨多單增加 2486 口至 52906 口；十大交易人中的特定法人全月份台指期淨多單增加 1215 口至 24830 口。選擇權分析選擇權未平倉量部分，OI 大量支撐壓力區維持在 9900~10200 點。全月份未平倉量 put/call ratio 值維持 1.39，VIX 指數下降 1.01 至 14.75，而外資在 call 的操作上也相對 put 較為積極的加碼，特別可留意到法人對 put 的加碼程度並不高，但二月份 put 的波動度卻增高至 18.04%，顯示小額投資人在選擇權市場採取逢高偏空押注，整體而言，選擇權許多跡象都顯示市場架構呈現中性偏多。   (永豐期貨研調)選擇權未平倉量部分，OI 大量支撐壓力區維持在 9900~10200 點。全月份未平倉量 put/call ratio 值維持 1.39，VIX 指數下降 1.01 至 14.75，而外資在 call 的操作上也相對 put 較為積極的加碼，特別可留意到法人對 put 的加碼程度並不高，但二月份 put 的波動度卻增高至 18.04%，顯示小額投資人在選擇權市場採取逢高偏空押注，整體而言，選擇權許多跡象都顯示市場架構呈現中性偏多。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
159,板塊方面，內地電訊、本地地產、本地零售、內房、乳業及醫藥股表現較好，阿里巴巴（9988）更再創新高，多隻半新股也造好，如飛鶴（6186）、手遊股心動 （2400）、泰林科建（6193）、人瑞人才（6919）及索信達（3680）。 做空方面，比率再回升至 14.5%。牛熊證街貨最新比例為 52:48，現價上下各 1000 點區間的牛熊比例為 21:79。重貨區方面，熊證仍在 28200-28249，牛證上移至 27650-27699，但數量不算多。恆指期貨夜市收報 27949 點，上升 9 點，高水 78 點。港股 ADR 上升 5 點，相當於恆指 27876 點。
160,全球股市方面，週四盤前交易中，美國指數期貨進行整理。
161,全球股市方面，盤前交易中，美國指數期貨漲跌互見。
162,美國黃豆及玉米期貨，週四在芝加哥期貨交易所收漲，最活躍的黃豆期貨收漲 16-1/4 美分，或 2%，收於每蒲式耳 8.83 美元。最活躍的玉米期貨收漲 4-1/4 美分，或 1.6%，至每蒲式耳 4.18-1/4 美元。
163,外資現貨買超 1 億，期貨淨多單增加至 60901 口。自營商選擇權淨部位，目前仍以賣買權和賣賣權作布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬二千餘口，買權 OI 增量依舊不足。週選方面，買權賣權 OI 增量呈現相當，目前多空互不相讓。外資現貨買超 1 億，期貨淨多單增加至 60901 口。自營商選擇權淨部位，目前仍以賣買權和賣賣權作布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬二千餘口，買權 OI 增量依舊不足。週選方面，買權賣權 OI 增量呈現相當，目前多空互不相讓。綜合以上，外資期現貨同步作多，自營商選擇權中性不變，月、週選中性偏多態勢，整體籌碼面中性偏多格局。技術面台股續作壓縮三角收斂，目前在量能明顯不足下，台股仍屬區間震盪整理格局。
164,期貨走勢台指期週一下跌 176 點至 10437 點。價差方面，台指期逆價差擴至 - 42.48 點，電子期逆價差擴至 - 1.33 點，金融期逆價差擴至 - 4.75 點。現貨部分，三大法人賣超 62.76 億元；而在台指期淨部位方面，三大法人淨多單減少 5631 口至 23689 口，其中外資多單減碼超過空單減碼，淨多單減少 1803 口至 57418 口；十大交易人中的特定法人全月份台指期淨多單減少 552 口至 24850 口。選擇權分析週選擇權 OI 最大量支撐壓力區由 10550~10700 下移至 10400~10550。全月份未平倉量 put/call ratio 值由 1.39 降至 1.11，而外資在選擇權部位也轉為 Buy Put 的淨部位。選擇權籌碼面顯示行情已轉為中性架構。   (永豐期貨研調)週選擇權 OI 最大量支撐壓力區由 10550~10700 下移至 10400~10550。全月份未平倉量 put/call ratio 值由 1.39 降至 1.11，而外資在選擇權部位也轉為 Buy Put 的淨部位。選擇權籌碼面顯示行情已轉為中性架構。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
165,受此消息激勵，美國 10 月合約的瘦肉豬期貨週五單日飆漲逾 5%，來到每磅 66.47 美分價位，創 9 月 4 日來最高收盤價。然而，黃豆期貨市場反應卻相當冷淡，週五其漲幅僅達 0.31%。而在需求方面，非洲豬瘟肆虐，導致中國生豬數量低迷，豆粕需求隨之跌入低谷，因此黃豆期貨價格反彈的力道不似美豬。Daniels Trading 高階期貨和期權經紀人 John Payne 表示，市場出現投機性買盤，預期中國將在未來購買更多美國豬肉。不過，中國將豁免美豬豆額外關稅的報導，並不意味著它們正在撤銷 (全部) 關稅。John Payne 表示，中國將購買更多美豬的想法使得期貨價格在前一個月的幾個月內走高。美國有足夠的生豬 / 豬肉來滿足短期需求。
166,由鉅亨網主辦，期貨交易所、證交所、期貨公會共同協辦的「股票期貨月月亨通交易競賽活動」目前熱烈舉辦中，吸引國內近 20 家專兼營期貨經紀商共襄盛舉。為期三個月的競賽選出交易成長獎、交易大亨獎。而最新出爐的 5 月交易成長獎排名成績揭曉，前五名為元大期貨、華南期貨、元富期貨、統一期貨、富邦期貨。此外，交易大亨獎排名，截至 5 月底為止的最新戰績，前五名為元大期貨、永豐期貨、統一期貨、富邦期貨、華南期貨。元大期貨拿下「股票期貨月月亨通交易競賽活動」5 月的月成長獎冠軍，主要是在國內外期權業務深耕有成，並開展槓桿交易商與拓展海外營運版圖，元大期貨朝向金融創新、業務優化、跨境營運三大面向全力衝刺，並透過實體據點與 iChannel 線上線下通路全面的虛實整合，讓國內外期權經紀業務表現皆為市場排名第一。股票期貨擁有多項優勢，包含多空交易皆宜、當日沖銷便利、交易成本低、高槓桿效果等優點，而在現在股市波動性加大的同時，股票期貨不但可以放大獲利，更是投資、避險及套利皆宜的交易工具。元大期貨表示，股票期貨是以股票作為期貨契約的衍生性商品，其熱門度並不是以權值大小來決定該股期是否熱門或活絡，主要是來自於該股期是否具題材性的發揮，過去有關被動元件的熱潮，其熱門股，如國巨及華新科期貨都是市場相對承作的重點標的，尤其當沖量更是常見在每日前十大交易量排行的首位。整體來看，目前台灣期交所共有 201 檔股票期貨，其中包含 9 檔指數股票型基金 (ETF) 期貨、153 檔上市普通股及 39 檔上櫃普通股。股票期貨通常追隨個股基本面、產業訊息、外資現貨買賣超等因素產生波動，期價與現貨價格亦步亦趨。元大期貨針對台股後市指出，元大期貨看好除權息旺季的交易契機，而台股以電子比重達 6～7 成的特徵佔比，電子類股中的個股期貨一向也都是市場在操作個股期時的波動首選，而配合其他具有產業面的題材或權值類股，如對油價或商品價格的反應相關度高，也經常是市場最為關注的標的，這代表股票期貨能夠反映公司情況，為投資、避險及套利皆宜的交易工具。股票期貨擁有多項優勢，但元大期貨提醒，股票期貨仍需注意操作風險，由於高槓桿倍數的使用，最需注意到停損停利與流動性等因素，評估自身風險，股票期貨也須留意合約到期時，需進行轉倉或平倉等部位結算。而在每年除權息旺季期間，可藉由透過股票期貨，進行避險或放大獲利的效果，當然在選股上仍是投資重點。
167,外資現貨買超 65 億，期貨淨多單縮減至 57846 口。自營商選擇權淨部位，目前仍以賣買權和賣賣權作布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為九萬餘口，買權 OI 往上履約價作翻移退守。週選方面，賣權 OI 轉作大於買權，目前多方呈現往上表態。外資現貨買超 65 億，期貨淨多單縮減至 57846 口。自營商選擇權淨部位，目前仍以賣買權和賣賣權作布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為九萬餘口，買權 OI 往上履約價作翻移退守。週選方面，賣權 OI 轉作大於買權，目前多方呈現往上表態。綜合以上，外資期現貨中性布局，自營商選擇權中性不變，月、週選中性偏多態勢，整體籌碼面中性偏多格局。技術面在美元指數走升台幣卻不跌反漲下，目前外資熱錢湧入跡象呈現，短線台股震盪偏多看待不變。
168,由上表可看出，玉米、小麥、黃豆在 WASDE 數據公佈當天波動都有明顯放大的現象，剛好黃小玉（黃豆、小麥、玉米的「簡稱」）選擇權到期日為 9 月 20 日；9 月 13 日公佈數據，離選擇權到期日不遠，權利金也相對便宜，在中秋節前夕剛好可以多利用海外期貨的農產品選擇權，小試身手一下。由上表可看出，玉米、小麥、黃豆在 WASDE 數據公佈當天波動都有明顯放大的現象，剛好黃小玉（黃豆、小麥、玉米的「簡稱」）選擇權到期日為 9 月 20 日；9 月 13 日公佈數據，離選擇權到期日不遠，權利金也相對便宜，在中秋節前夕剛好可以多利用海外期貨的農產品選擇權，小試身手一下。群益期貨自媒體官網：https://media.capitalfutures.com.tw/index
169,◆期貨走勢台指期週一上漲 5 點至 10978 點。價差方面，台指期轉為逆價差 - 9.71 點，電子期轉為逆價差 - 0.09 點，金融期轉為逆價差 - 1.7 點。現貨部分，三大法人賣超 16.88 億元；而在台指期淨部位方面，三大法人淨多單減少 1888 口至 28361 口，其中外資多單減碼且空單加碼，淨多單減少 3159 口至 60734 口；十大交易人中的特定法人全月份台指期淨多單減少 1088 口至 24094 口。◆選擇權分析選擇權未平倉量部分，買權未平倉最大量集中在 11300 點，賣權未平倉最大量集中在 10500 點。全月份未平倉量 put/call ratio 值由 1.37 降至 1.34。外資小幅加碼買 Call 部位，但自營商賣 Call 部位加碼幅度更加積極。整體選擇權部位呈現偏多架構持續降溫。   (永豐期貨研調)選擇權未平倉量部分，買權未平倉最大量集中在 11300 點，賣權未平倉最大量集中在 10500 點。全月份未平倉量 put/call ratio 值由 1.37 降至 1.34。外資小幅加碼買 Call 部位，但自營商賣 Call 部位加碼幅度更加積極。整體選擇權部位呈現偏多架構持續降溫。   (永豐期貨研調)◇本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
170,壞消息一窩蜂，3 日台股失守 10800 點關卡，日量減少逾 7%，十日線轉為向下，技術面出現減弱訊號。籌碼方面，自營商 (自行買賣)、投信及外資同步賣超，其中外資於期貨部位亦偏空操作。由於白宮經濟顧問庫德洛表示，華為仍在實體名單上，將嚴格管控可能的國安問題，沒有大赦說法。且僅有低階且國外也可以買的商品才能出口華為，對華為實質幫助不大，消息令連漲四日的費半指數重挫，台股電子股亦大跌 1.66%，考量貿易戰烏雲未散，外資連二日賣超，台股恐向季線修正，建議降低持股保守操作。
171,"今日技術面上比較不好的是大盤增量留長上影線，但由於成交量主要出在最後一盤的權重調整，因此容易失真，可暫予忽略。好的地方則是 OTC 指數相對強勢、""大盤委買張數"" 續增、期貨逆價差明顯收斂，代表 ""護盤者聯盟"" 依舊積極吸納外資籌碼。"
172,英國首相梅伊今 (27) 日將對保守黨議員發表演說，據傳可能談及去留問題；歐股盤前，指數期貨走揚。台北時間週三下午 2 點 34 分，Investing.com 報價顯示，歐洲 Stoxx 50 指數期貨上漲 0.34%，英國 FTSE 100 指數期貨上漲 0.26%，德國 DAX 指數期貨上漲 0.26%，法國 CAC 40 指數期貨上漲 0.88%。
173,上週五，道瓊四個月來首度跌破 25000 點關卡。今日盤前交易中，美國指數期貨再度走低，道瓊指數下跌約 70 點。
